left_biceps_left_forearm_angle,right_biceps_right_forearm_angle,between_shoulders_left_body_angle,between_shoulders_right_body_angle,between_shoulders_right_neck_angle,between_shoulders_left_neck_angle,between_pelvis_left_thigh_angle,between_pelvis_right_thigh_angle,right_thigh_right_calf_angle,left_thigh_left_calf_angle,right_body_right_thigh_angle,left_body_left_thigh_angle
1.5440692633414395,2.025895607371067,1.3579795820643874,1.536558495426507,1.3181355281918405,2.4577717707272044,1.496412165257487,1.6945445301932043,0.16520882145347168,0.15397956877991759,0.028949580988157537,0.06797111314541293
1.4409880074367871,2.013643548373956,1.3618037740361473,1.5377464935766856,1.3090960556581646,2.4465624733056712,1.5075643646387473,1.7210546721090123,0.26296732008133306,0.26710902264542224,0.048463692804071624,0.03817174426456919
1.5462605996213898,1.8698361872602662,1.3697457445465318,1.5489776442613823,1.2404311389771032,2.4473919996971807,1.5330230629853465,1.7311966423744645,0.3275377445022452,0.3163246620732582,0.044962191146750194,0.015791487174856123
1.4365851610461984,1.5849983969617034,1.3700357681920785,1.5534328184135116,1.165823942077425,2.463630630082358,1.547099160717567,1.7180280904847929,0.3281520876286481,0.33593114633456966,0.037496173999400986,0.05028990840391891
1.3150960528757785,1.2196071830396509,1.3881947193474242,1.5517000711689757,1.137214547535969,2.46195999718346,1.54335350407705,1.719383887540849,0.33206840160910733,0.31344855575140823,0.10359474833574435,0.07837607450593488
1.2423882114142895,0.9579781533712186,1.364004355817491,1.5411308783511288,1.1658172604725616,2.485940672939847,1.5551595622566268,1.7267262650135797,0.40411948453938173,0.29786793832478126,0.08063875294277376,0.10678592749168515
0.9405565664444934,0.6601449196878476,1.3054015825941772,1.4850626691582274,1.1665143256723005,2.5299544571577313,1.5821667429426116,1.6971195755286874,0.4732657655170991,0.35931445365272774,0.11122880186920084,0.12245651706309263
0.8839272536324094,0.49915895909137314,1.3927876400111492,1.658564860592639,1.186204666350448,2.60297906555014,1.5919916503284801,1.7101000055443465,0.5160823569103059,0.4163267232653347,0.2890490555383091,0.07014890797362687
0.9135328777586411,0.3902169016361815,1.4547154481183409,1.6851437414006212,1.2988848612061819,2.5848298037666284,1.6144216488621312,1.7453925989719588,0.6511548458713962,0.47266058535734506,0.3799916407486585,0.14744170346527385
0.7063702189294635,0.29674420203812124,1.42968575527717,1.6174361932445882,1.3031776660763716,2.5426450868520494,1.6560764584711578,1.7478691649628104,0.7119244056936614,0.6266041697073397,0.3896972464203231,0.24709528839357042
0.6864966278574226,0.33329654224363486,1.448627863250441,1.6124176572409172,1.3797039642386009,2.5100894761006454,1.6651986785322765,1.7578379121347325,0.881499835607887,0.6851163367512786,0.4762821640797164,0.38153689367195
0.7526656440846016,0.38053560704671857,1.4488089398588917,1.6103157286164436,1.337897832340713,2.4809097665733404,1.6448629919873967,1.7363591777550487,0.8978719520961053,0.7375951514622651,0.46071096381795557,0.41570664560434706
0.9388000621934878,0.38329103407624965,1.469192095835448,1.6198991604981672,1.3796940047597643,2.4324696834048276,1.6278518902425998,1.74751770637353,0.9607506350786231,0.7665260032806375,0.48415811211305226,0.4686556509604799
0.9181021947752172,0.29876283702838563,1.5281463628410707,1.6911175397871243,1.3298949501316155,2.317531947172105,1.642167416112568,1.7863029328078284,0.9976753472623152,0.8375555922053695,0.5043569973055161,0.609220065650948
0.7789958417262101,0.3636719447001978,1.508078620905565,1.7071999773845887,1.1904957662679554,2.155030684563938,1.6831949778543378,1.824504712642519,1.0315397894433276,0.8041617320412412,0.5565172268184158,0.7001831996217084
0.7152048400940995,0.5171675710771161,1.5645750860293839,1.7734548733033744,1.1959046850375037,2.137976362713152,1.6982928430753574,1.8458986188675754,1.021260600558798,0.8222812008923702,0.6374482503000871,0.7432290998965828
0.7076060102345235,0.5633412025530643,1.569818273251438,1.7879136129351194,1.140470879981409,2.109929048755463,1.7029444204641844,1.8583367972833935,1.0138517479356752,0.769197131720548,0.653730654930038,0.7441464417628783
0.6944666918895361,0.5953917578613063,1.558452269288175,1.774602478704026,1.143837512677298,2.181422499368616,1.6879226993349323,1.8581871932178244,0.8702839854619727,0.7054518087872008,0.554097628533196,0.6398268314179454
0.6256206013304725,0.6540047082342169,1.5447470521601658,1.7586665527409504,1.1241604130805196,2.170841562733413,1.66486070805883,1.7783985954179828,0.4907297496855336,0.5460482847893281,0.4478666291448878,0.5806261480058488
0.5850419723256896,0.6470993660837705,1.4812253153847423,1.6982497438733373,1.0006328984051436,2.038201584091145,1.6260469380909441,1.7513703923555566,0.434060686720241,0.4356618660386231,0.2912141682976951,0.4425125743657991
0.5579427498736024,0.578086309763535,1.4923159948423976,1.7107796506988882,0.7990722939084879,2.061734233839452,1.5671975751472562,1.7683258398846724,0.34897448080138194,0.25401865622814157,0.11635524219378968,0.16674675284959803
0.844942046582102,0.5648624289198491,1.5187396212267315,1.6934693596039612,0.8177098317173661,2.0415083591882306,1.548730010875641,1.7790039140363059,0.294663797601683,0.2995962146860166,0.14332207015464574,0.10346505457461111
1.0441094317130584,0.5516277856347296,1.5265107991220086,1.6790008528438518,0.7563727227749337,1.9996818988902392,1.5111635948446334,1.749256857353148,0.23036832790601278,0.31143982169769363,0.1464018534380894,0.08745616716990909
1.3450883976630181,0.5474971781308312,1.5659538920152682,1.7022607168072155,0.7268224638024349,1.9842529824505293,1.4679614875468747,1.6983140168441104,0.17488868376126782,0.4172965740816168,0.10751274412553015,0.09912875286342854
1.4214870023446713,0.6907202538634712,1.6397065103657658,1.7485162229221238,0.7514577028737307,1.9485586643745285,1.5204603186233714,1.708213379419106,0.20826051406733154,0.4185593363163213,0.09480858178652862,0.09893848042984177
1.4873948320974788,0.6240570140971642,1.6789600575533181,1.7805708291992854,0.8165687392863251,1.9590487724130798,1.4911402380353205,1.6766669390184301,0.1886419462692355,0.4121890288154868,0.09660461490797134,0.10004994656020479
1.6805919261050577,0.4747476929446952,1.7242273860357011,1.8212460614983585,0.8132061569954494,1.9567028706986593,1.4893226293107702,1.6692412994779975,0.17130503582945308,0.38697904163178976,0.10247030080841577,0.06127911571407079
1.7039083027617745,0.5581837383177781,1.7394770133252078,1.8327542859210046,0.8140019775146895,1.9359374013555732,1.505782204299033,1.6738273725814958,0.15640025189819387,0.3924610362704252,0.12537028932405356,0.04019761567992765
1.6785370449721462,0.5861325975263951,1.7345436963939262,1.826692689565797,0.811391076289865,1.9340949183647231,1.5118957255393557,1.665032828637259,0.1828398170321567,0.3889667025549129,0.15114432480484744,0.008052177213682869
