left_biceps_left_forearm_angle,right_biceps_right_forearm_angle,between_shoulders_left_body_angle,between_shoulders_right_body_angle,between_shoulders_right_neck_angle,between_shoulders_left_neck_angle,between_pelvis_left_thigh_angle,between_pelvis_right_thigh_angle,right_thigh_right_calf_angle,left_thigh_left_calf_angle,right_body_right_thigh_angle,left_body_left_thigh_angle
1.1916520372736619,1.333986902309169,1.4944458387200883,1.696350746294395,0.9861322759636029,2.361902986300578,1.510280333833881,1.630233963372086,0.3337070413933854,0.4680282924423002,0.15489874772362877,0.15197755183738862
1.0614595331093453,1.0443613151986444,1.482336454613687,1.6815968736538391,1.0087855781722457,2.3904422627070705,1.5013926805456768,1.6698055700074603,0.44372634686666423,0.46653774126760494,0.10200697451078376,0.1604272313729374
0.6280810588036914,0.6624959378753416,1.489715064919448,1.6641075103674245,1.0936516652992134,2.414704494479787,1.5209844333235574,1.6762119262215383,0.5277604121648533,0.4975977447538608,0.017573154305763734,0.14021747510130866
0.7722298743618858,0.4390663367711332,1.5912654568323772,1.788869614850103,1.2913519412682137,2.4937653642324995,1.5715814817205345,1.7229949347470965,0.608880153725976,0.46449590638239496,0.2748017376001134,0.05414430305357671
0.7011796102942904,0.2761519563704289,1.616716861236286,1.8181733585886337,1.2878814972476778,2.497772769440906,1.6105019036967894,1.728844577493468,0.5830013030364353,0.3671222603319174,0.3310948294091945,0.07382893479298082
0.6638866309739918,0.2603278410619849,1.6111212336136156,1.7958239134195806,1.3064831593151038,2.4571007691786053,1.6144628831990637,1.7402531629010947,0.6939310283405401,0.48212531640532896,0.35025210390272105,0.15647407411142533
0.712640584226814,0.2697765246169567,1.6029793543068003,1.7826133664314092,1.2625752833452109,2.3807034749238616,1.6509940013662496,1.7635178367852866,0.6989701723655829,0.5714320696367836,0.36659265291251475,0.3141888041462361
0.7345806805023477,0.32885428622086993,1.6230606048822263,1.8059059803099604,1.2595619210630762,2.337861415905797,1.653239148937541,1.7837472183474332,0.7524326033034932,0.6806052608977408,0.42266496927869285,0.42118608864959667
0.7520201881320171,0.3525846221835714,1.6289504876761525,1.8180413472958532,1.2571819880620625,2.320231032661839,1.6448700416631945,1.796028811301128,0.8013298634528959,0.7089217697359068,0.4511065771916313,0.46220392861119336
0.6767663259151262,0.423352706178727,1.6079301540347246,1.811807110862535,1.1912716624154078,2.2936086868539602,1.641287958664959,1.8287375725160406,0.7641559047025431,0.7108807249337467,0.4292893954445695,0.47466877404077357
0.6512669201507739,0.5720156269701908,1.569815876649737,1.7907848084675877,1.1263125435878227,2.2803143335815683,1.6634586144764785,1.8465502447960316,0.6867953231380007,0.6646128221585981,0.35488208103417573,0.4355210238208756
0.6931999699478992,0.5869578660765361,1.5804240879822082,1.801385292039583,1.1112553482821013,2.2321412800609313,1.610704569116273,1.785177398360494,0.5077535172068045,0.5700239783950686,0.23257807750182352,0.2898552669976505
0.7100912278970023,0.5966638225369046,1.573790139496116,1.786343162456784,1.1172403809207179,2.198961427817712,1.5623432850042078,1.7581756868199372,0.4702434672188043,0.5448487977224041,0.18871478663067684,0.21188405292196968
0.8291989585775652,0.6335748595358874,1.5773583418050228,1.777554898109896,1.026793149495736,2.09183575991573,1.5250842392083663,1.7578380537738378,0.41991587918338413,0.5054101914691916,0.09246475836522906,0.13743235884721594
0.7852130566625131,0.5708453180047924,1.59937414720475,1.785794067223659,1.010300332871208,2.0761626951267202,1.4947820973546466,1.732790917011191,0.3563839182333213,0.4656204344680262,0.18877030497900313,0.23426549814883746
1.3978655734713636,0.5379808372961673,1.5835231873303222,1.7624034569994154,0.9501785948831961,2.0142381112799157,1.4802281186324007,1.7472606110369568,0.2722577797682877,0.4082424378231257,0.10392366099197674,0.16227947166218026
1.6226127861620618,0.5280650020399489,1.5851382778470493,1.7632934536804428,0.8182299847886725,2.069123242436864,1.4704178821873435,1.7444376130311496,0.2889976255481527,0.43970280237750253,0.023551528038151873,0.1389213656977466
1.6629271009529498,0.4945615029519875,1.589161178090184,1.7647735233960524,0.81615030814689,2.0989133317256243,1.476531402414079,1.7493486808146637,0.2865287330358568,0.4477787485027083,0.03395583482598304,0.12803953552646605
1.5949241034971118,0.5388664515726914,1.604138067334234,1.7843754383713848,0.77893413365475,2.102993870276584,1.4851934376387799,1.7426657200315137,0.23542159619652797,0.3768101297443097,0.13373644618025857,0.059366829637200566
1.386169244514761,0.5386723417027862,1.620223241305576,1.7909246581563174,0.7708679558404438,2.083643577700883,1.4819952628716382,1.7338083719171271,0.23585804523127768,0.3518070997493383,0.13531177971952218,0.06133708073836935
1.3797528371185983,0.49690857338197575,1.6446581915296572,1.8016350468740117,0.7735062251346719,2.074808320841642,1.4866455051325218,1.7210511400189434,0.22246814729691647,0.3523754955814036,0.12045646735041018,0.0761791408233525
1.329855316629811,0.4913681829246786,1.6701354877207661,1.8100229605821916,0.786959224103298,2.03921181531246,1.488648385771612,1.7038510689138233,0.19137911936741486,0.37498666317384477,0.12575703755878193,0.10303001441807604
1.2970300892721371,0.4886447549584955,1.6900834763647647,1.8160968140354066,0.807294040175856,2.0187450712602835,1.4819920731335248,1.68749917483198,0.2010299703177237,0.41087225079985457,0.09215495392389508,0.1283155638756082
1.282265825082424,0.49143533897286884,1.7118049337212762,1.8288172580450963,0.7901029960462082,1.9955079214930547,1.4711092757838578,1.662226898747509,0.22282532002917194,0.42629055989040904,0.07038376155284404,0.16590025429716262
1.2944019330207719,0.4946748326068967,1.731573955134975,1.841853483090665,0.7826751291282009,1.9721435577382225,1.4602208213163488,1.6304925401778063,0.29571641875145804,0.4333945567151407,0.08220318500680163,0.18276225263309082
