left_biceps_left_forearm_angle,right_biceps_right_forearm_angle,between_shoulders_left_body_angle,between_shoulders_right_body_angle,between_shoulders_right_neck_angle,between_shoulders_left_neck_angle,between_pelvis_left_thigh_angle,between_pelvis_right_thigh_angle,right_thigh_right_calf_angle,left_thigh_left_calf_angle,right_body_right_thigh_angle,left_body_left_thigh_angle
1.2677527113941414,1.4185228141738353,1.4184617948478893,1.6452372217865092,1.0113734191311934,2.243920036672417,1.5327226731059762,1.722838372489357,0.2213232514921416,0.5721587626171185,0.03527413447115854,0.17583980523653228
1.2869973533758596,1.4696351905411082,1.419311813316438,1.6395527197079947,0.9948708791017609,2.2275731082864727,1.5376598259907268,1.730866554552294,0.28796121693981386,0.5633658390616325,0.058176461921054,0.1724562358309169
1.320657081430897,1.4648709788208911,1.434699869482924,1.6601456669746906,0.9760048226872713,2.217642639878424,1.5561857500604013,1.7169212528061184,0.28210579820031234,0.529723366806724,0.05546929908510791,0.17439630102279896
1.2428554785433774,1.4445478857899519,1.4246820486092915,1.6506879896863973,0.9432038794268577,2.209833798954319,1.606253233587055,1.7062779497436196,0.2777265217592515,0.5029010736483401,0.06956120357249027,0.17519029937668398
1.1188350054732674,1.3579319108874726,1.4217162706011797,1.6511177960695878,0.9155589763851638,2.1955195748979044,1.6260299239425158,1.6869999605969002,0.35566140359823994,0.7237713534016715,0.07997673051655031,0.11175160370061607
1.0685695557205592,1.3274246546093322,1.42401701459732,1.6521102235746656,0.9017174055301004,2.17315761116941,1.6546502023608023,1.6671090074953174,0.4097233572059603,0.948787395870233,0.0886961716301144,0.25003236995914446
1.083138792092156,1.3074542325920673,1.4294463129339452,1.6611703926828907,0.8806501293727462,2.1671855154190105,1.6656417413119966,1.6133170937261847,0.5076115663650146,1.1631407741310618,0.10972718565688315,0.38749422545189266
1.0516283503571264,1.2726660729057677,1.4354604611063104,1.6618218679593626,0.8832182706816818,2.1722992913763406,1.6749965724956406,1.5946518399070573,0.5377129955270751,1.1396551968343265,0.1189947661063793,0.37551089411145777
1.0207186538967858,1.1921348933560956,1.4341181369843388,1.6589144716085247,0.8919767232741593,2.1898533164593372,1.630184327167688,1.5915119293473385,0.554535340710204,1.003359197488843,0.12251094420476634,0.3010499928821543
1.0646634412838665,1.1505445203412807,1.4306221770502376,1.6517320119889083,0.868197764328712,2.1988077569646514,1.617177122305238,1.593834936400371,0.5629280978428015,0.8706372913497721,0.11608860260345302,0.27739677577148664
1.2056809216593756,1.1865275137125284,1.4154754627222046,1.6426002164592777,0.8459520029615143,2.228288019045351,1.6029138515275494,1.585309451142495,0.6007757945212934,0.8549062606185767,0.13775007401308906,0.3516824921281407
1.2021010718554317,1.2495576367218257,1.4189843340470527,1.6470257245114792,0.8173288166625445,2.2219105441289138,1.554958832594307,1.5378381364712332,0.6429131904215102,0.8259807049355178,0.2148408575463247,0.43630778673043713
1.2647789905198101,1.273111986946101,1.409065497055183,1.6145427778833283,0.8187406893402193,2.197228348129168,1.5345845769419064,1.5203172636111058,0.6587133257192175,0.694718834923186,0.23991841561647353,0.4147590720799515
1.2765601850037016,1.2442676680890927,1.4215755174185816,1.6055714225660926,0.8170268800746303,2.1556507852604945,1.509477529515804,1.5282166040496936,0.7442511935478188,0.7493153010610764,0.30944032336272914,0.3765512006291805
1.3331709821303306,1.1483474762813706,1.4578186653322656,1.6279705127424582,0.838189519403015,2.1684538111038023,1.5009117741246825,1.528236672483435,0.7559400782427435,0.6911007330088377,0.2905978789641131,0.32147203070059704
1.454955725873047,1.3435756617984227,1.482746763918665,1.6525889671062486,0.8350340074772553,2.1572977363965378,1.489923417572537,1.4440362723499474,0.5063033520114447,0.6615606033842762,0.16454801724647874,0.27017004476830586
